date,ama,pn_er,tr,target
2004-11-01,44.43000030517578,0.0,0.6899986267089915,45.11999893188477
2004-12-01,44.177999877929686,0.0,2.799999237060547,44.87999898737127
2005-01-01,43.394800415039064,0.0,2.0999984741210938,44.396363029795246
2005-02-01,42.8728803100586,0.0,2.720001220703125,43.97702432484845
2005-03-01,42.864375278687135,-0.21523845508281475,2.3199996948242188,43.88116629889283
2005-04-01,42.79685673310763,-0.5254904131393179,1.5400009155273438,43.784590330752515
2005-05-01,42.6718882321289,0.04504547849794742,2.0199966430664062,43.37993932707528
2005-06-01,42.48884510894551,-0.16346146792355995,2.729999542236321,43.39085919973595
2005-07-01,42.52242666693599,0.02024335266677123,1.7399978637695241,43.28066230968005
2005-08-01,42.593416291323166,0.105263774304028,1.9099998474121165,43.2076233512284
2005-09-01,42.787486959765815,0.16393423400817672,3.829998016357422,43.22480683538895
2005-10-01,44.11204631155956,0.8905983663962254,1.8899993896484446,43.49607307567607
2005-11-01,44.65979130030384,0.6054423063282491,4.670001983642578,43.449983957060454
2005-12-01,46.43007104498217,0.8562093067670737,4.959999084472656,43.80147845403738
2006-01-01,48.566382401962656,0.8837210802772054,5.469997406005859,44.46594580762664
2006-02-01,51.34462658822218,0.9023958802625123,3.9699974060058594,45.92440845914756
2006-03-01,53.02380052361597,0.8659703489501284,5.549999237060554,46.88612795417043
2006-04-01,55.01285117667988,0.8537510831857691,7.269996643066392,47.891055857613985
2006-05-01,58.409965281204315,0.8968519166745448,9.040000915527337,49.387675012430215
2006-06-01,59.00852521168097,0.3839542236298097,9.180004119873061,50.89997013516509
2006-07-01,59.68894601275638,0.44394605026333667,6.589996337890625,52.378956699501664
2006-08-01,60.22700789767131,0.36626904789523906,4.920001983642564,53.85332029474425
2006-09-01,60.00260466172345,-0.6601771775684907,6.970001220703118,55.57643141988153
2006-10-01,59.949326658436604,-0.5503517650789956,5.100002288818352,56.49745076454452
2006-11-01,60.10993022273518,-0.17514138093541148,4.189998626708984,57.932459605472495
2006-12-01,60.56598890379698,0.17021267961297037,3.9000015258789134,58.77131592706988
2007-01-01,61.061859087735705,0.22733645071135913,5.320003509521499,59.42572596131683
2007-02-01,62.57643382051388,0.8200301300708849,4.530002593994141,59.84564093778063
2007-03-01,63.65622008001138,0.8074547774382986,4.130001068115227,60.311016907364994
2007-04-01,64.11477787271387,0.4095744788781519,3.7000045776367188,61.02257209094176
2007-05-01,64.58768211919832,0.7762538386370205,3.940002441406264,61.2878424191608
2007-06-01,64.55103995964976,0.06596264639689413,3.3700027465820312,61.78963513268375
2007-07-01,64.54200978862293,-0.40952290991527684,4.119998931884773,62.516974365928036
2007-08-01,64.64815534506617,-0.05106332553620763,4.069999694824212,63.0971295210955
2007-09-01,64.87993311013412,-0.05106503170259265,7.2800064086914205,63.82706081213713
2007-10-01,67.70988373620668,0.7659791703081993,7.709999084472656,64.51019505756096
2007-11-01,71.5539301196537,1.0,7.519996643066406,65.47197832923312
2007-12-01,73.6300686789098,0.8547804643672815,5.719993591308594,66.74992056237107
2008-01-01,77.27756756612546,0.8927811121500512,10.120002746582031,68.16358050585609
2008-02-01,82.62721504162377,0.9003942981203781,8.939994812011705,70.9884712586166
2008-03-01,85.51368700871417,0.9044463419686726,10.66000366210936,72.76667691060302
2008-04-01,85.74362004494671,0.35146034173753543,8.599998474121094,74.74136167653374
2008-05-01,85.61288963054521,0.03522450142305073,8.540000915527344,76.46278407386008
2008-06-01,85.9011824876001,-0.1968721574000247,7.069999694824219,79.17864179240895
2008-07-01,86.6013521209312,-0.2372800743566981,9.419998168945312,81.72808003725952
2008-08-01,85.96573501916399,0.11388889477576988,13.83999633789064,81.43820679373043
2008-09-01,84.54765804382689,-0.28360879012887513,19.48999786376953,82.09853277574747
2008-10-01,83.10828618992103,-0.04509084391946797,24.839996337890625,80.34608185937931
2008-11-01,80.01658793740171,-0.5651939247649521,12.910003662109375,80.3395210774183
2008-12-01,79.47174082353631,-0.3111615038655412,14.189994812011719,81.46324390753614
2009-01-01,80.4986944634045,0.20926467055828143,12.619995117187486,81.7952143215351
2009-02-01,81.7082853714732,0.11057238727284578,12.989997863769517,83.00402302288359
2009-03-01,85.13697073460267,1.0,7.939994812011719,82.88329228550205
2009-04-01,85.84390726150949,0.7749858433311986,6.459999084472642,82.77061892535033
2009-05-01,85.94623840589063,0.05807362148160435,9.659996032714844,83.39214440199252
2009-06-01,86.97316805517352,0.33132235503867824,7.0200042724609375,84.38523013931068
2009-07-01,87.56779163949838,-0.05309321125314837,5.209999084472656,85.87639068500226
2009-08-01,88.36840393306993,0.13793116408006448,3.970001220703125,87.1447586761124
2009-09-01,89.4710022188751,0.4051096516467245,7.020004272460923,87.76682658531637
2009-10-01,90.92024869544223,0.19506142450600475,6.959999084472685,89.53328884287937
2009-11-01,95.50967014725263,0.8845856000385992,14.34999847412108,89.76472686948615
2009-12-01,100.01653733888082,0.9406989543203081,14.23000335693358,90.52093076244356
2010-01-01,101.5301137171726,0.5231110805211145,8.409996032714844,92.5281500733849
2010-02-01,102.43390303435915,0.2678571522142269,8.110000610351562,94.6989732821702
2010-03-01,103.48948077095886,0.21904765630960485,5.940002441406264,97.05349692813542
2010-04-01,105.14147401135133,-0.5239456006387089,6.75,100.38195214308381
2010-05-01,107.77238133233146,0.48915676530949287,8.930000305175753,102.41102149863526
2010-06-01,112.61542770076606,1.0,6.509994506835966,104.40356354371649
2010-07-01,113.76525576596744,1.0,8.599998474121094,104.85564278843138
2010-08-01,114.27009391080227,0.39097267726698104,7.75,106.35279219012804
